,user_id,item_id,rating,category
60306,655,773,3,887430072
81661,268,408,5,875742316
29510,95,275,3,879192819
70895,399,552,1,882350733
10892,292,118,3,881104701
76397,425,443,2,878738956
22176,287,200,4,875335237
50560,435,983,2,884134830
38398,592,273,5,882607986
16267,406,612,5,879446718
25208,18,165,4,880129527
76564,184,241,3,889909812
3982,148,177,2,877020715
47841,740,748,3,879522872
94527,745,10,5,880123905
84479,883,523,5,891694276
29059,244,1132,4,880605132
54844,596,181,4,883539431
10796,144,1286,4,888105846
17287,7,555,4,892134811
30185,456,919,4,881371548
74748,916,393,2,880845067
73409,735,676,3,876698837
60534,601,56,3,876349577
18834,416,117,5,893212930
41390,601,949,2,876351214
94988,213,194,4,878955766
88005,503,116,5,879438559
74485,131,297,4,883681514
37906,628,168,4,880777167
10953,65,239,5,879217689
29268,508,502,4,883776778
3648,280,227,3,891702153
5052,275,191,4,880314797
67746,171,270,4,891034835
31637,347,1012,4,881652590
11216,203,619,3,880434438
66844,476,66,3,883364433
72553,184,238,4,889909069
61238,805,197,5,881696671
18792,293,653,5,888906119
74204,519,879,5,883248595
33681,283,208,5,879298239
11043,294,355,4,889241426
14575,354,57,5,891217575
35158,599,873,5,880951174
88960,796,1415,3,893219254
90519,643,234,4,891447260
65248,919,1101,5,875373470
40025,406,845,3,879540051
82000,545,155,3,879902060
26320,102,91,3,883748488
34506,497,809,3,879362609
33912,334,498,4,891545898
50518,751,418,5,889135211
96350,931,304,4,891036105
92379,854,1284,2,882812961
94512,622,3,1,882672922
8111,297,135,4,875238608
32785,406,699,4,884630617
90420,537,173,4,886030682
33537,472,80,3,875981230
997,109,178,3,880572950
32962,336,290,3,877756934
41246,392,209,5,891038978
28920,500,216,4,883873556
38332,244,169,5,880606274
30268,524,490,3,884634679
69128,10,518,4,877886722
91550,943,231,2,888640186
54897,500,9,4,883865042
23464,447,7,5,878854383
49699,708,538,2,892718762
48626,665,393,3,884295080
90352,422,323,3,875129668
90931,796,43,4,893188486
3451,69,258,4,882027204
5568,338,168,3,879438225
25982,122,180,5,879270327
28376,523,154,4,883702125
13360,401,609,3,891033625
72543,911,404,3,892840950
26229,524,660,5,884636152
23515,319,269,3,875707746
52247,796,1074,1,893047691
64811,388,1,5,886436813
40986,276,82,4,874792402
60976,186,330,4,891718038
84647,643,780,4,891449442
66568,716,792,4,879796010
81398,738,252,4,875349045
79845,756,195,3,874828967
95604,808,270,4,883949560
60461,694,127,5,875730386
35830,618,96,3,891307749
73546,730,100,5,880310371
42603,632,470,4,879459677
89988,690,642,3,881179937
22682,435,841,2,884134553
42897,650,581,2,891370155
5097,328,4,3,885047895
52412,690,94,4,881177836
41524,234,636,3,892336358
56808,655,332,3,888984255
8942,380,197,3,885478886
8817,329,276,4,891655905
24225,457,722,4,882550154
172,5,2,3,875636053
42577,421,50,5,892241294
53206,513,323,5,885062636
19149,405,670,1,885548384
16783,429,491,3,882384950
78576,716,692,5,879795239
3301,181,123,2,878963276
79934,833,324,3,875035487
48536,730,332,3,880309870
61866,648,423,4,884368442
42047,334,433,5,891628158
80374,902,497,5,879465894
42773,347,689,4,881652250
13302,380,652,3,885478241
63416,760,1037,5,875668781
21073,299,264,2,877877290
88948,840,81,4,891204948
72016,724,750,2,883757170
45838,545,743,3,879901322
39926,360,271,2,880354839
36302,24,200,5,875323440
85981,862,472,5,879303505
26500,450,747,4,882395166
65997,805,55,5,881694693
3291,234,500,3,892078890
20090,378,959,3,880046408
31509,533,19,3,879365781
50010,416,1053,4,886319434
10517,189,275,5,893264194
58258,620,951,3,889988258
61104,716,64,5,879795314
33965,95,78,3,888956901
91606,885,365,3,885714431
54606,751,56,4,889132775
643,185,23,4,883524249
65168,380,190,5,885478668
94897,835,632,5,891033747
45186,65,476,3,879217290
46677,542,625,3,886533588
35593,506,951,3,874875062
54918,37,930,3,880915711
80759,299,747,4,889502640
49373,453,1273,2,877561258
14835,188,127,4,875072799
48565,697,125,3,882622559
55396,597,127,4,875340062
18861,344,486,4,884901156
6004,299,101,2,889501721
30329,92,425,4,875812898
7708,345,172,4,884991831
65281,755,264,2,882570077
32249,320,808,4,884749359
39752,269,3,3,891446722
30966,496,141,3,876067493
57244,694,468,4,875729270
75653,806,156,4,882388128
72100,804,552,4,879446209
32804,178,9,2,882823758
48575,625,480,4,891263589
38560,624,886,4,879792251
9484,43,47,1,883955415
24377,411,720,3,891035761
49164,604,448,5,883668261
81573,796,269,3,892610692
78168,770,334,5,876597960
89272,625,97,4,891263057
52964,2,237,4,888552017
57013,334,19,4,891544925
64540,862,479,4,879305351
554,181,741,1,878962918
52621,542,186,4,886532909
38745,62,357,4,879374706
80404,699,596,3,884152780
81920,484,720,4,891195532
78819,889,1067,3,880177131
89585,934,162,3,891191546
94845,567,705,5,882426105
81939,682,684,3,888520705
7454,43,1053,3,883955859
68804,844,56,4,877386897
74353,864,231,3,888891288
14427,280,54,2,891701747
63524,718,1047,3,883349442
69818,417,4,3,879648360
73190,822,1110,4,891036395
37591,72,170,3,880037793
37314,537,965,2,886031540
82526,898,243,1,888294707
80922,815,195,4,878695278
47054,234,56,3,892078837
26191,443,323,2,883504866
51364,504,409,4,889550757
67761,489,885,4,891448861
84518,943,284,2,875502192
54249,655,207,3,888893279
93018,872,347,2,888478743
71525,474,255,4,887915600
35446,435,455,3,884132208
56723,186,887,4,891717761
74154,379,185,5,880524582
89456,847,578,3,878940805
63833,732,305,2,882590201
17878,393,1215,3,889731729
56485,844,22,4,877386855
46856,707,467,4,886286057
65491,479,300,2,879459641
40590,486,1369,3,879874582
64291,113,292,3,875076105
6493,32,246,4,883717521
73574,916,4,4,880844395
68138,764,294,3,876233213
96652,846,1041,4,883950791
76883,308,709,3,887737334
82415,790,2,3,885156988
31917,363,317,5,891495596
80091,655,454,3,888813372
84517,535,268,3,879617199
91400,576,7,5,886985003
3277,4,260,4,892004275
43397,489,1612,5,891446623
57339,577,436,4,880475339
30643,545,25,2,880348933
2482,234,482,4,892334803
69126,889,153,5,880181317
53495,95,707,3,880572009
71135,561,210,3,885809146
76707,554,95,4,876550526
23913,311,549,2,884366111
97025,303,634,3,879467035
5576,246,568,4,884922451
25078,487,140,3,883531085
55833,533,148,3,882902641
84880,495,582,4,888635080
21479,428,313,5,885943749
61413,708,1280,1,892718819
52787,181,1365,1,878963086
96087,577,732,4,880474414
20675,289,151,2,876790499
35200,157,410,4,886890855
71285,536,304,3,882317183
93487,488,216,2,891294785
14361,305,258,4,886308064
82064,326,94,4,879877304
29204,409,318,4,881107943
88022,838,174,4,887066078
84430,863,307,5,889289157
64689,758,569,3,881978460
24355,347,77,5,881654386
30510,360,284,3,880354991
16529,256,402,4,882165269
45568,711,652,4,879993824
4279,190,717,3,891042938
23691,125,1246,2,892838687
73403,655,1646,3,891913577
28275,128,218,3,879969244
5833,140,334,2,879013684
29224,480,510,4,891208460
18305,352,568,5,884290328
70882,486,926,2,879875408
47181,650,1126,4,891369620
57613,148,663,5,877399018
43731,185,160,1,883524281
87316,669,252,2,892549865
37639,201,172,5,884111269
51536,567,188,5,882426055
69177,851,1047,3,874789005
59457,830,696,2,892502651
37612,457,462,5,882396283
70285,454,472,3,888266874
43101,457,1037,2,882551818
93902,13,116,5,882140455
5934,43,724,4,875981390
89004,870,699,3,879901671
511,246,94,2,884923505
12012,197,127,5,891409839
54649,83,38,5,887665422
3721,83,216,4,880307846
70330,670,135,3,877974549
26158,524,151,1,884627327
75040,778,28,4,890726618
13645,244,69,4,880603645
99577,590,676,4,879439060
2868,268,42,4,875310384
2057,181,1342,1,878962168
34921,221,96,5,875245672
89243,727,810,2,883712652
3220,279,88,1,882146554
43239,618,216,3,891308791
96402,297,153,5,875240053
1802,117,151,4,880126373
7128,154,806,4,879139040
74548,655,640,2,888685955
31936,569,222,3,879794265
34260,389,700,2,881384441
63378,697,288,2,882621431
92948,767,344,4,891462511
71029,343,217,3,876405771
54832,567,183,4,882425701
21215,255,831,4,883216902
31638,336,111,3,877756999
38908,449,59,5,880410599
74278,889,470,4,880180554
1132,7,662,3,892133739
26259,101,280,3,877136039
74141,831,1012,4,891354970
60421,151,4,5,879524922
35836,385,305,4,879740222
14975,405,92,1,885546287
96398,49,300,1,888065577
88603,582,508,4,882961082
50221,453,254,2,877562293
56119,796,1269,5,892662765
16127,8,258,5,879361482
63797,18,59,4,880132501
22915,145,89,4,882181605
89753,712,141,3,874730320
16699,84,194,5,883453617
98492,892,542,1,886611023
33472,592,20,4,882608315
6865,340,204,4,884990004
25698,66,508,4,883601387
60651,872,258,4,888478698
30697,267,1185,2,878973995
71936,867,150,5,880078677
99044,404,288,3,883790314
55825,207,535,3,877750595
41176,342,846,2,875318688
9575,145,924,2,875270508
27450,447,286,2,878855082
38342,638,472,3,876695307
60272,747,82,4,888639642
38096,478,111,3,889397582
35969,470,50,5,879178487
56847,708,1117,4,892719269
27301,495,217,5,888637768
28486,450,134,3,882373597
32151,1,99,3,875072547
53612,13,398,2,882398410
27871,532,746,5,893119438
20658,406,69,4,879446748
74020,854,49,4,882814665
37440,514,709,3,876067380
62424,650,137,3,891385105
54866,25,929,4,885852178
74683,714,471,4,892777903
84371,773,50,5,888539993
83393,776,670,3,892920351
76021,222,198,4,881059039
717,92,515,4,875640800
38713,592,61,4,882956586
48315,513,118,4,885062559
79940,936,275,4,886832134
22723,378,845,3,880044419
73618,346,88,4,874949380
35909,399,1219,3,882348448
82369,524,386,4,884637032
23875,357,245,4,878951101
72868,643,179,4,891447901
41831,374,322,4,880392482
3946,268,99,3,875744744
80203,889,631,3,880178449
16189,303,551,2,879544021
51675,164,751,4,889401263
17495,269,143,3,891450385
8525,344,313,3,884814359
47476,655,1532,2,887476999
78852,533,654,3,879191770
84204,931,316,5,891037521
66165,497,4,3,879310825
18581,311,44,3,884365168
58841,545,1228,3,884134603
26370,262,40,4,879795405
70177,149,340,4,883512775
66146,826,343,5,885690046
22946,24,238,5,875323274
5903,7,654,5,892135347
31474,311,501,5,884365954
72004,554,328,4,878801354
28730,293,252,2,888905086
54203,556,187,5,882136396
49137,59,179,5,888204996
4690,286,248,5,875806800
49232,82,546,3,876311423
73252,804,180,4,879442348
60284,524,132,4,884634968
20538,204,242,5,892388935
76513,907,628,5,880158986
36290,533,195,4,879439082
78581,541,393,3,883865693
99150,886,1217,4,876033602
75031,621,692,4,874962614
41630,500,568,1,883874715
51927,303,241,4,879483301
76817,671,550,3,884035406
13928,410,300,3,888626538
32889,164,717,3,889402265
60093,117,11,5,881011824
46530,344,516,5,884901311
93276,711,622,4,879993997
437,13,498,4,882139901
31559,523,1022,4,883699629
86928,715,155,4,875964580
76196,868,685,1,877111394
2665,85,647,4,879453844
45847,510,243,3,887667780
90333,846,213,3,883948534
39551,345,234,4,884991831
40089,91,192,4,891439302
12589,64,212,3,889740011
72283,922,71,4,891448580
53498,650,96,4,891369479
56017,255,872,4,883215723
79195,486,303,4,879874388
87615,934,234,2,891191875
25886,475,100,5,891452276
72987,940,4,2,885922040
46451,655,129,3,887426008
82288,449,515,5,879958685
13098,234,929,1,891228099
48841,298,88,5,884183236
20707,339,447,4,891034923
46337,95,665,2,879196666
60931,314,412,3,877892052
31719,43,79,4,875981335
90550,63,294,2,875747047
21001,456,1248,3,881374767
80981,663,129,3,889492503
90825,435,155,3,884133710
66534,864,476,2,888892917
89925,645,56,3,892053241
95965,109,871,2,880572350
87433,782,331,3,891497854
78095,901,135,4,877131961
81695,479,199,5,879460863
77929,606,591,3,880923349
32897,435,148,3,884133284
76725,332,411,4,887938738
54300,653,563,1,880153406
70601,537,185,4,886030805
81805,130,771,2,878537631
94281,552,845,3,879222368
94557,651,309,1,880126632
36956,396,1215,2,884646709
44238,692,287,3,876953130
89883,153,322,3,881370900
73591,683,271,3,893284183
13019,7,630,5,891352341
31929,207,514,4,877878343
82017,537,302,4,886028446
73457,162,122,2,877636300
48091,417,80,4,879649247
64841,887,181,5,881378040
32179,435,385,5,884131771
3805,292,132,4,881105340
68407,569,257,4,879794302
4398,85,692,3,879828490
88452,645,177,4,892053274
20025,409,527,4,881109175
77420,864,29,4,888891794
94548,788,96,3,880868803
79809,865,21,2,880144229
35356,484,151,4,881450017
73161,413,307,2,879968794
69560,806,176,5,882387798
8678,94,447,4,891721562
87782,557,270,3,881179166
17022,234,634,4,892079910
78254,889,50,4,880176807
30283,113,50,5,875076416
37505,577,595,4,880471170
64894,378,382,4,880055520
5316,74,126,3,888333428
4294,303,408,4,879467035
67527,276,385,4,874792547
31230,564,1399,2,888718470
81316,587,260,4,892871284
83540,870,95,4,875050559
99628,334,47,4,891547171
58193,748,188,4,879455167
91840,870,692,2,879270213
99279,694,357,5,875726618
54219,815,196,4,878694526
76591,913,963,4,881725737
18442,339,603,5,891032542
94471,932,121,3,891251669
7366,326,79,4,879875203
70171,924,836,3,885457975
17300,344,1165,1,886381986
30179,445,405,4,891200869
19399,393,36,3,889731618
14491,16,233,5,877727054
80471,896,430,3,887159234
41941,349,118,2,879466283
7639,137,50,5,881432937
81162,865,118,1,880144229
79306,504,791,3,887911789
65316,606,238,4,880927179
25226,268,128,3,875744199
73491,620,1503,4,889988196
94143,703,742,3,875242852
13538,19,382,3,885412840
40917,622,1303,2,882672060
52165,676,288,1,892685437
93265,327,42,3,887746665
20814,43,742,5,883955650
47140,489,358,5,891445439
25384,253,12,5,891628159
24061,244,721,5,880602031
70198,726,535,3,889832806
5368,263,678,2,891297766
7808,6,467,4,883602284
35466,479,176,4,889125562
14460,198,79,3,884208518
3758,3,323,2,889237269
499,290,50,5,880473582
88278,256,100,4,882150313
3107,151,260,1,879523998
71659,474,284,4,887915645
77624,833,656,4,875123536
87260,389,196,3,880087516
13426,183,159,4,892323452
38118,325,1230,3,891479737
40584,493,455,5,884131690
89700,747,7,4,888639176
21503,308,408,5,887738268
77841,613,318,5,891227299
28070,385,871,1,879440986
87067,201,125,2,884140709
32549,549,50,5,881672199
10788,102,831,2,888802508
65091,893,264,3,874828296
80883,524,495,4,884635358
67640,671,265,3,884035992
15689,279,233,5,875312745
49550,694,517,4,875727926
85623,901,435,5,877131342
82788,592,423,5,882955918
69370,635,15,3,878879346
592,307,94,3,877122695
74581,860,333,3,876074177
24541,329,284,3,891656072
15625,95,747,5,880573288
13943,407,211,4,875044400
4234,169,301,4,891268622
31211,234,124,4,891227689
63461,388,302,5,886438122
59381,305,486,5,886323563
96850,931,281,3,891036883
25027,118,223,5,875385386
39690,548,532,4,891043910
51074,782,1216,2,891500150
61075,577,82,4,880474433
14840,151,699,4,879525035
60402,653,94,2,880153494
92324,26,1010,2,891377609
84322,268,29,1,875744356
69132,119,298,4,874775038
88902,552,619,3,879222632
46740,608,213,4,880404693
80286,163,326,3,891219977
49198,88,880,3,891037466
4976,301,95,5,882076334
64280,807,140,3,892530004
62080,600,385,3,888451582
77608,854,264,1,882811888
76642,566,411,4,881651013
93701,758,150,5,881975243
74284,348,237,4,886523078
21926,275,210,4,880314320
42252,342,412,3,875318648
50447,749,622,3,878850675
89741,59,727,2,888205265
85193,749,1188,3,878850610
68516,642,35,2,886570027
41460,666,122,2,880313723
73141,816,349,4,891711554
36387,567,191,3,882427124
28824,141,279,1,884584817
72170,452,1057,1,876215627
95211,532,187,4,884594932
58143,768,111,3,880136139
29715,480,298,2,891207665
49996,173,995,5,877556988
48336,719,281,3,888897264
35820,498,933,3,881959018
12140,109,196,4,880578358
76438,727,1224,3,883712219
31256,544,1280,3,884795542
58229,824,678,3,877021121
91489,880,127,5,880167066
42990,526,342,2,885682295
98961,805,1008,4,881699661
17648,136,515,5,882694387
65914,867,650,5,880078818
95737,748,732,4,879454749
92719,903,234,4,891033808
27914,279,189,5,878082781
97180,698,496,3,886366690
41272,632,172,5,879457157
58927,795,184,4,880588118
43842,492,772,1,879969512
8879,254,15,3,886471307
30563,360,845,3,880354942
43944,129,903,2,883245311
99467,181,1287,1,878963380
74186,173,329,4,877557345
59581,596,323,4,883538965
78979,461,294,3,885355805
32967,406,428,5,879446684
20391,38,112,5,892432751
16625,370,493,5,879434886
68809,796,275,4,892660211
77034,591,70,4,891031321
77561,901,523,4,877132400
64724,882,86,5,879867568
8596,232,276,5,880062447
83270,246,111,3,884921861
47816,658,45,5,875147800
41740,526,1084,5,885682590
78049,805,123,4,881695723
82991,863,331,4,889289278
47298,94,286,4,891724122
36043,298,603,5,884125093
49491,506,210,5,885135737
84734,380,86,4,885478374
91784,933,834,1,874938878
88352,144,690,3,888103573
88874,709,825,2,879848744
91379,880,1185,1,880174995
63664,897,214,5,879990923
30389,128,692,4,879967197
82830,70,739,2,884150753
73109,933,179,5,874854135
3476,293,156,4,888905948
30868,553,434,3,879948771
67330,184,313,4,889906905
14558,5,413,3,875635807
11693,102,510,4,888801316
56315,40,358,3,889041741
6544,328,750,4,885044519
63291,675,318,5,889489273
9417,158,163,4,880135044
70435,663,108,2,889492796
48086,606,194,4,880925199
98312,790,368,2,884462954
11599,83,452,3,880309214
11662,365,7,2,891304213
46794,397,688,1,875063649
73958,425,1416,3,878738695
92258,916,582,4,880844728
6877,334,289,3,891544491
60445,698,433,4,886366848
73643,655,514,5,887650683
69191,781,187,5,879633976
50259,426,178,4,879444080
82939,868,640,5,877103371
59087,741,202,3,891455316
93316,621,795,1,874963273
65706,828,958,5,891038262
30986,534,1034,3,877808120
42345,537,65,3,886030767
49760,311,487,4,884365519
92619,892,447,3,886610174
27155,327,708,4,887818596
94153,119,471,4,886177338
12316,20,597,3,879668190
32300,77,641,5,884733621
59697,160,1134,4,876768828
20591,280,158,2,891701764
24823,455,465,3,879112678
73318,324,310,4,880574827
42767,542,175,3,886532762
84512,847,47,2,878939700
49678,417,465,4,879648079
14707,95,498,3,879197445
74610,222,446,3,881060824
89322,605,930,2,879429706
78584,645,180,4,892054402
61278,642,1030,4,886570173
65459,782,535,3,891499469
32612,450,311,4,885945425
54895,732,882,5,882589819
38466,605,174,3,879424743
79701,388,276,2,886440608
85518,234,385,2,892335309
80669,772,748,3,877533625
14629,303,1258,2,879544756
50244,738,191,4,875350086
81214,870,503,4,879713899
7718,141,1258,4,884585071
3311,14,357,2,890881294
71933,889,180,4,880180650
93726,311,614,4,884365357
49858,498,293,4,881955189
52234,591,357,5,891031228
21932,173,331,4,877557028
14237,268,699,3,875744712
77809,650,135,4,891381545
59885,630,597,4,885667006
59998,711,217,4,879994454
58272,787,307,4,888979074
59710,716,478,4,879795735
76915,200,204,5,884128822
74390,913,432,3,881366721
98133,709,68,5,879848551
24251,450,419,5,887660504
17995,181,1333,1,878962120
86953,560,1134,3,879976478
62645,468,118,3,875280417
79602,102,241,3,888802038
4790,223,1,4,891549324
99446,905,458,4,884984382
66556,881,943,4,876537404
53878,721,382,4,877147675
89442,896,1098,3,887159146
28218,373,208,4,877106773
24617,268,738,2,875744021
59371,717,340,4,884641599
16004,248,678,3,884534419
76185,878,165,4,880866241
66847,21,986,1,874951482
53504,595,358,2,886920714
51206,602,895,3,888637925
85095,653,100,4,878854666
1020,96,87,4,884403531
37528,141,323,4,884584480
66799,442,153,3,883388237
8744,6,513,4,883600913
24835,233,640,2,875508639
69463,366,288,4,888857598
15831,98,116,5,880499053
35617,314,796,2,877891518
82026,913,132,3,880758150
7137,330,596,5,876544690
56480,805,248,4,881683074
42484,489,326,4,891362773
24980,476,765,4,883365442
73933,524,708,4,884636645
7432,22,403,5,878887810
34507,551,991,2,892775935
16101,432,222,4,889416012
13703,391,180,5,877399066
56013,689,109,5,876675152
7562,7,618,4,891350900
70704,648,29,2,884883149
69657,788,646,3,880868513
44064,349,100,4,879466479
14295,110,327,3,886987442
89712,848,50,5,887038397
67230,125,205,5,879454345
21981,416,1089,2,876697695
15130,379,211,5,880740437
29596,450,1030,1,882468789
30901,75,685,4,884050134
5031,179,895,5,892151565
51081,520,898,5,885168939
94759,694,434,5,875727018
31759,465,12,4,883530088
64168,11,748,1,891902270
63168,314,508,3,877886789
19839,299,1214,2,889502528
75212,429,582,3,882384950
42045,417,849,1,879649632
4108,256,278,5,882151517
26272,405,1166,1,885546025
52163,648,550,4,884882802
67253,869,240,4,884491734
40413,437,482,5,880140051
16270,267,273,4,878970503
5592,345,651,4,884992493
99504,699,764,3,886568162
30213,95,1133,3,880572416
5878,295,843,4,879517994
9717,199,988,1,883782655
63791,379,381,5,885063301
54244,7,601,5,891353744
3017,26,15,4,891386369
62266,436,1053,4,887771853
96775,892,483,5,886607642
5129,141,744,5,884584981
79910,799,292,4,879253720
51901,671,54,3,884035173
10729,113,242,2,875075887
27265,425,327,4,890346659
71671,690,1273,3,881180382
5712,344,215,3,884900818
49602,398,399,4,875721702
5448,94,133,4,885882685
22681,90,709,5,891383752
18768,305,527,5,886323189
67472,332,41,5,887938997
6300,119,866,3,874774575
64234,144,174,5,888105612
24291,253,22,5,891628435
78981,642,771,3,885607115
38585,519,878,5,884545961
68725,864,44,4,888890144
4669,99,1052,1,885679533
47614,328,427,3,885045740
68355,733,290,4,879535752
71531,616,339,3,891224718
74587,833,381,4,875134016
61386,753,211,4,891402240
18371,234,284,3,892335460
27908,121,628,3,891389037
2168,7,106,4,891353892
56849,729,879,3,893286299
81165,207,18,2,877878739
59675,91,651,5,891439057
59660,592,132,5,882955794
21142,233,506,5,877663337
56813,756,418,3,874829333
43581,271,924,3,885847974
11820,72,121,3,880036048
25183,221,298,4,875244331
19420,394,97,4,880888223
39562,2,10,2,888551853
47051,453,94,4,877561956
72571,701,275,5,891447228
31942,576,280,5,886985003
38275,123,242,5,879809053
11045,381,378,4,892696019
14530,44,385,3,878348725
97042,65,392,5,879217689
60977,880,769,3,880241492
24286,428,908,4,885944024
67012,892,144,5,886609179
53105,622,833,4,882590955
34065,600,1110,3,888452564
17177,299,433,5,889501365
42335,605,483,5,879425432
77108,458,56,5,886397679
85548,30,780,4,875060217
20913,294,122,3,889242661
98983,892,1078,3,886610566
77648,746,64,4,885075790
16810,299,136,4,878192078
51489,462,292,5,886365260
7704,120,9,4,889489886
29033,498,1103,4,881957847
16609,92,226,3,875813412
27876,301,47,4,882076936
9894,85,449,4,882813248
9298,151,837,4,879524642
82748,840,616,5,891209364
63431,886,118,1,876032673
75723,450,702,4,882371904
99518,912,501,4,875966756
32559,201,1006,2,884112136
32756,405,802,1,885548049
14377,264,433,5,886123530
8454,200,151,3,876042204
12309,222,869,3,878182337
68408,908,185,4,879722822
77096,818,875,1,891870590
79280,301,636,3,882077811
53176,398,498,5,875657734
30849,548,118,5,891415855
62013,764,696,3,876243465
45873,642,959,5,885605794
97807,886,183,5,876033088
66653,848,154,5,887038634
73205,479,273,4,879459909
87485,521,183,3,884477630
33816,603,21,3,891956715
38892,593,501,2,886193661
76020,932,507,5,891249675
99202,256,930,3,882153258
7982,374,126,3,880393223
80275,94,1010,4,891721117
88946,766,65,4,891309810
77767,239,463,5,889178689
59045,42,1046,3,881108760
77092,788,1478,3,880871173
72781,894,107,3,880993709
93971,818,288,5,891870364
31572,251,282,4,886272223
35139,273,272,4,891292811
99407,764,216,4,876245520
92601,591,856,4,891040366
2620,75,476,1,884050393
76294,741,181,4,891036681
8369,270,286,5,876953744
9451,327,238,4,887747410
52910,785,209,3,879439043
39144,465,478,4,883531246
23144,450,15,3,882812350
62413,692,763,3,876954381
37765,429,275,4,882384603
74950,536,588,3,882359726
82007,525,282,4,881085648
15201,160,475,5,876767822
19414,447,100,5,878854552
92012,556,173,3,882136162
3631,145,278,4,875272871
60521,715,685,3,875962173
46888,546,690,2,885139693
51445,76,129,3,878101114
65508,796,809,4,893048471
66092,488,751,3,891292771
57927,815,405,4,878692071
70300,804,134,4,879444890
36513,389,480,5,879991175
71119,449,544,3,879959023
45039,653,239,5,878854475
68217,886,5,3,876032929
33266,537,187,4,886030767
18415,406,188,4,882480772
45674,588,810,4,890029445
43555,533,371,3,879439488
31492,374,665,4,880939228
73014,796,724,2,893047241
55121,490,847,3,875427873
79575,716,56,5,879796171
37756,643,419,4,891448002
67431,414,886,4,884999286
80025,712,415,4,874957161
62727,194,78,1,879535549
65497,541,403,3,883865110
1041,24,191,5,875323003
42287,551,3,5,892784093
97938,932,1149,4,891249767
3078,102,118,3,888801465
9175,107,300,1,891264432
39586,298,143,5,884182966
69861,894,691,3,889468982
4350,295,966,5,879518060
32516,378,99,4,880045791
73954,721,660,5,877147616
25311,417,1232,2,879649369
17817,42,216,5,881108147
50289,492,137,4,879969670
52675,704,654,5,891397667
13659,175,496,5,877108098
43872,545,549,4,879901920
68130,291,592,3,874834895
92863,431,303,4,877844183
24489,305,1015,1,886323068
93651,854,742,2,882812960
75872,10,430,3,877886597
25929,504,194,3,887832668
55520,276,25,4,874786686
25690,330,451,5,876547813
49652,466,1176,5,890284651
80337,543,188,4,877545717
97060,774,177,4,888557277
31870,401,9,3,891032218
27855,90,427,5,891384423
74458,941,993,4,875048996
14730,7,548,5,891352692
14836,405,1531,1,885549094
99412,416,79,5,893213405
68671,822,432,3,891037394
17084,276,223,5,874790773
58316,849,172,5,879695469
43633,523,944,4,883702324
89520,916,399,3,880845135
75021,734,173,3,891025247
81978,851,340,5,883148669
22052,60,661,4,883326808
92029,422,441,4,879744183
29904,490,1128,4,875428765
27362,501,151,4,883348543
32086,509,310,1,883590443
4360,194,216,3,879523785
81358,825,871,3,880932283
73010,642,51,5,886132172
86066,659,517,5,891384888
72998,588,239,5,890025704
75318,110,338,1,886987540
88611,864,157,4,888886984
75506,887,176,5,881381348
83118,883,318,4,891717936
11616,396,291,4,884646289
31466,42,924,3,881105677
40311,445,268,1,890987410
50999,722,7,4,891280842
19820,276,652,4,889174849
62507,724,682,1,883757703
25864,325,186,4,891478578
57246,295,71,5,879517822
84444,824,245,2,877021121
6759,130,374,4,875217392
66701,72,188,4,880037203
67440,870,494,3,879865875
54393,130,944,4,876252042
97237,937,237,4,876769530
23529,456,443,4,881373019
19581,151,546,2,879543400
12085,345,333,3,884900543
46870,727,367,3,883712430
13169,301,96,5,882076239
65101,727,257,2,883708806
38213,592,952,4,882608699
59786,835,216,4,891033560
2957,289,7,4,876789628
88510,625,50,5,891273543
41,284,304,4,885329322
54940,796,174,5,892662069
67237,144,56,4,888105387
91980,495,135,3,888633011
45787,63,813,5,875747265
7211,228,651,4,889388521
12405,290,685,3,880732365
2236,223,969,5,891550649
12644,193,1258,3,889123806
81549,774,410,1,888558762
24498,7,628,3,891352831
76545,790,216,5,885156435
3248,1,74,1,889751736
80698,836,327,3,885753639
61884,743,338,1,881277800
26677,458,956,5,886397377
30968,548,887,4,891043442
88541,941,358,2,875048581
40744,593,158,3,875671891
23185,344,272,5,885769962
24785,178,281,3,882824028
18386,417,11,5,879646938
41114,201,303,2,884110667
85809,805,411,2,881705350
61319,639,702,2,891240868
91609,748,118,2,879455040
92562,130,239,4,878538071
43699,405,843,2,885549005
19040,452,134,3,875265446
5086,207,134,4,875991160
25590,31,268,3,881547746
28002,214,180,5,892668130
57602,601,204,2,876348783
5686,292,1039,4,881105778
68110,846,415,2,883950605
10660,344,684,3,884901249
85815,560,58,3,879975485
5959,144,845,4,888104191
79158,304,243,3,884967391
84144,933,238,2,874853819
68713,664,1109,4,876526555
79511,308,392,4,887740367
89830,887,501,4,881380884
69535,932,617,4,891251588
89305,868,433,4,877103195
59404,472,33,5,875981829
43828,694,1050,3,875726759
61418,593,97,4,877728878
82668,487,70,3,883530929
15859,18,13,5,880131497
56064,521,2,3,886063310
8842,296,98,5,884197091
17255,416,107,5,893212929
34215,158,744,4,880132462
51885,347,686,5,881654101
31201,112,887,5,884992444
99368,360,144,2,880355527
55189,515,286,2,887660131
12312,303,55,4,879467328
93180,910,222,4,880822060
30626,500,316,3,891916809
19636,221,109,2,875244369
38134,456,71,3,881374710
50618,144,1010,3,888104834
1274,188,96,5,875073128
